x y
0.0 0.0
0.00628947478196 0.00628943331607
0.0125789495639 0.0125786178387
0.0188684243459 0.0188673047845
0.0251578991278 0.0251552453894
0.0314473739098 0.0314421909191
0.0377368486918 0.0377278926787
0.0440263234737 0.0440121020224
0.0503157982557 0.0502945703634
0.0566052730377 0.0565750491838
0.0628947478196 0.0628532900445
0.0691842226016 0.0691290445948
0.0754736973835 0.0754020645824
0.0817631721655 0.0816721018632
0.0880526469475 0.0879389084111
0.0943421217294 0.0942022363276
0.100631596511 0.100461837852
0.106921071293 0.106717465371
0.113210546075 0.112968871429
0.119500020857 0.119215808736
0.125789495639 0.12545803018
0.132078970421 0.131695288836
0.138368445203 0.137927337973
0.144657919985 0.144153931068
0.150947394767 0.150374821814
0.157236869549 0.156589764129
0.163526344331 0.162798512165
0.169815819113 0.169000820322
0.176105293895 0.175196443252
0.182394768677 0.181385135873
0.188684243459 0.187566653376
0.194973718241 0.193740751237
0.201263193023 0.199907185225
0.207552667805 0.206065711412
0.213842142587 0.212216086183
0.220131617369 0.218358066245
0.226421092151 0.224491408638
0.232710566933 0.230615870742
0.239000041715 0.236731210292
0.245289516497 0.242837185379
0.251578991278 0.248933554467
0.25786846606 0.2550200764
0.264157940842 0.261096510412
0.270447415624 0.267162616135
0.276736890406 0.273218153608
0.283026365188 0.279262883293
0.28931583997 0.285296566074
0.295605314752 0.291318963276
0.301894789534 0.297329836667
0.308184264316 0.303328948475
0.314473739098 0.309316061389
0.32076321388 0.315290938576
0.327052688662 0.321253343684
0.333342163444 0.327203040858
0.339631638226 0.333139794742
0.345921113008 0.339063370495
0.35221058779 0.344973533795
0.358500062572 0.350870050851
0.364789537354 0.356752688414
0.371079012136 0.362621213782
0.377368486918 0.36847539481
0.3836579617 0.374314999924
0.389947436482 0.380139798124
0.396236911264 0.385949558995
0.402526386046 0.39174405272
0.408815860828 0.397523050084
0.415105335609 0.403286322484
0.421394810391 0.409033641941
0.427684285173 0.414764781105
0.433973759955 0.420479513269
0.440263234737 0.426177612372
0.446552709519 0.431858853013
0.452842184301 0.437523010457
0.459131659083 0.443169860644
0.465421133865 0.4487991802
0.471710608647 0.454410746445
0.478000083429 0.460004337399
0.484289558211 0.465579731794
0.490579032993 0.471136709083
0.496868507775 0.476675049446
0.503157982557 0.482194533802
0.509447457339 0.487694943814
0.515736932121 0.493176061899
0.522026406903 0.498637671241
0.528315881685 0.504079555791
0.534605356467 0.509501500284
0.540894831249 0.514903290241
0.547184306031 0.520284711982
0.553473780813 0.525645552631
0.559763255595 0.530985600129
0.566052730377 0.536304643237
0.572342205159 0.541602471548
0.57863167994 0.546878875494
0.584921154722 0.552133646353
0.591210629504 0.557366576262
0.597500104286 0.562577458218
0.603789579068 0.567766086095
0.61007905385 0.572932254642
0.616368528632 0.5780757595
0.622658003414 0.583196397206
